"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Red Shoveler","Spatula platalea",,"Alvaro Jaramillo",1999-11-19,?:?,"Lampa, Region Metropolitana",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60096,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red Shoveler","Spatula platalea",,"Bernabe Lopez-Lanus",2006-09-23,?:?,"Cartagena, Comuna Cartagena, V Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,51957,//creativecommons.org/licenses/by-nc-sa/3.0/
"Cinnamon Teal","Spatula cyanoptera",,"Peter Boesman",2018-12-07,11:00,"Coastal area near Valparaiso, V Región",Chile,-33.53403,-71.60218,,Call,"Call of a pair in flight",,450145,//creativecommons.org/licenses/by-nc-nd/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Peter Boesman",2018-12-05,09:30,"Laguna Quilo, Chiloé, X Región",Chile,-41.874686,-73.955538,,Call,"Calls, at the end in flight.",,449992,//creativecommons.org/licenses/by-nc-nd/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Ross Gallardy",2015-04-12,08:00,"Punta Arenas, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.719,-71.0511,20,call,"bird-seen:yes playback-used:no",,295878,//creativecommons.org/licenses/by-nc-sa/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Andrew Spencer",2011-11-17,07:30,"PN Torres del Paine, XII Region",Chile,-51.0289,-72.782,150,"display and calls","natural vocalizations; various calls from displaying males and associated females.",,90455,//creativecommons.org/licenses/by-nc-nd/2.5/
"Chiloe Wigeon","Mareca sibilatrix",,"GABRIEL LEITE",2020-01-10,07:00,"Puerto Natales, XII Region",Chile,-51.7211,-72.5084,0,"adult, call, male","bird-seen:yes playback-used:no",,521727,//creativecommons.org/licenses/by-nc-sa/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"GABRIEL LEITE",2020-01-10,07:00,"Puerto Natales, XII Region",Chile,-51.7211,-72.5084,0,"adult, call, male","bird-seen:yes playback-used:no",,521726,//creativecommons.org/licenses/by-nc-sa/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Cristian Pinto",2019-08-30,20:30,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"flight call","bird-seen:yes playback-used:no",,495236,//creativecommons.org/licenses/by-nc-sa/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Peter Boesman",2018-12-12,08:00,"Northern Tierra del Fuego, XII Región",Chile,-52.619502,-69.495084,,Call,,,449993,//creativecommons.org/licenses/by-nc-nd/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Peter Boesman",2018-12-04,16:00,"Laguna Quilo, Chiloé, X Región",Chile,-41.874686,-73.955538,,Call,,,449991,//creativecommons.org/licenses/by-nc-nd/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Bernabe Lopez-Lanus",2006-09-23,?:?,"Tranque Leyda, San Antonio, V Region",Chile,,,?,call,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,52548,//creativecommons.org/licenses/by-nc-sa/3.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Peter Boesman",2018-12-01,13:00,"Lago Colbún, VII Región",Chile,-35.697014,-71.223984,,Call,,,449990,//creativecommons.org/licenses/by-nc-nd/4.0/
"Chiloe Wigeon","Mareca sibilatrix",,"Daniel González Amat",2010-06-08,13:15,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,600,Call,"Pato real",,54879,//creativecommons.org/licenses/by-nc-nd/2.5/
"Chiloe Wigeon","Mareca sibilatrix",,"Daniel González Amat",2010-06-08,13:00,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,600,"Flight Call","Patos reales en vuelo",,54878,//creativecommons.org/licenses/by-nc-nd/2.5/
"Chiloe Wigeon","Mareca sibilatrix",,"Daniel González Amat",2007-04-26,12:45,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,500,call,,"Himantopus melanurus,Anas georgica",13048,//creativecommons.org/licenses/by-nc-nd/2.5/
"Chiloe Wigeon","Mareca sibilatrix",,"Daniel González Amat",2007-04-26,10:25,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,500,call,,"Himantopus melanurus,Anas georgica",13047,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-billed Pintail","Anas georgica",spinicauda,"Daniel González Amat",2010-02-26,11:00,"Las Mellizas Wetland, Los Angeles",Chile,-37.3309,-72.4009,300,"call, male","Pato Jergón llamado macho",,48110,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-billed Pintail","Anas georgica",,"Doug Knapp",2007-09-15,10:00,"Rio Yali",Chile,-33.6226,-71.6292,00,"Female quack",,"Vanellus chilensis",15128,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-billed Pintail","Anas georgica",spinicauda,"Cristian Pinto",2017-07-08,18:00,"Estero San Sebastián, San Antonio, Región de Valparaíso",Chile,-33.5313,-71.5993,10,song,"bird-seen:no playback-used:no","Agelasticus thilius",379089,//creativecommons.org/licenses/by-nc-sa/4.0/
"Yellow-billed Pintail","Anas georgica",spinicauda,"Daniel González Amat",2010-02-26,11:15,"Las Mellizas Wetland, Los Angeles",Chile,-37.3309,-72.4009,300,"Flight Call Male","Pato Jergón vuelo de bandada, macho",,48109,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-billed Pintail","Anas georgica",spinicauda,"Daniel González Amat",2010-02-26,11:00,"Las Mellizas Wetland, Los Angeles",Chile,-37.3309,-72.4009,300,"Flight Call",,,48108,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-billed Pintail","Anas georgica",,"Daniel González Amat",2007-09-15,09:30,"Wetland El Yali, Las Salinas Quinta Region",Chile,-33.781716,-71.727676,50,call,"Chilean Name: Pato Jergón Grande","Anthus correndera",15404,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-billed Teal","Anas flavirostris",oxyptera,"Cristian Pinto",2019-08-03,08:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,"Contact call, call, female, flight call, male","bird-seen:yes playback-used:no",,498329,//creativecommons.org/licenses/by-nc-sa/4.0/
"Yellow-billed Teal","Anas flavirostris",oxyptera,"Cristian Pinto",2019-08-03,08:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,"Contact call, alarm call, call, female, male","bird-seen:yes playback-used:no",,498328,//creativecommons.org/licenses/by-nc-sa/4.0/
"Yellow-billed Teal","Anas flavirostris",oxyptera,"Cristian Pinto",2019-08-03,08:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,"Contact call, call, female, male","bird-seen:yes playback-used:no",,498326,//creativecommons.org/licenses/by-nc-sa/4.0/
"Yellow-billed Teal","Anas flavirostris",,"Alvaro Jaramillo",2004-02-05,?:?,"PN Nacional Conguillio-Laguna Captren, IX Region",Chile,,,?,call,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60176,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-billed Teal","Anas flavirostris",,"Peter Boesman",2018-12-04,12:00,"Chacao, Chiloé, X Región",Chile,-41.82632,-73.526489,,Call,,,449806,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-billed Teal","Anas flavirostris",,"Alvaro Jaramillo",2003-02-26,?:?,"Torres del Paine-Cuernos del Paine, XIII Region",Chile,,,?,call,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60177,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-billed Teal","Anas flavirostris",flavirostris,"Daniel González Amat",2008-02-22,18:51,"Lago Budi, IX Región",Chile,-38.88333,-73.3,50,Call,"Chilean name: Pato Jergón Chico",,17998,//creativecommons.org/licenses/by-nc-nd/2.5/
"Black-headed Duck","Heteronetta atricapilla",,"Cristian Pinto",2017-07-08,17:30,"Estero San Sebastián, San Antonio, Región de Valparaíso",Chile,-33.5313,-71.5993,10,call,"En las siguientes marcas se escucha la llamada que emite el macho de pato rinconero.--0:02 Primer llamado 0:04 Segundo llamado bird-seen:yes playback-used:no","Agelasticus thilius,Fulica rufifrons,Phleocryptes melanops",492781,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Duck","Heteronetta atricapilla",,"Cristian Pinto",2017-07-08,17:30,"Estero San Sebastián, San Antonio, Región de Valparaíso",Chile,-33.5313,-71.5993,10,"alarm call, male"," The bird recorded was a male duck, with all his marks of a reproductive mature, showing and ducking in front of us. I supposed that this behavior is a territory call.bird-seen:yes playback-used:no","Agelasticus thilius,Phleocryptes melanops",379033,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Duck","Oxyura ferruginea",,"Cristian Pinto",2019-09-05,19:30,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"adult, male, song","Andean duck display.bird-seen:yes playback-used:no",,522022,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Duck","Oxyura ferruginea",,"Cristian Pinto",2019-08-30,19:30,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"alarm call, call","2019 Sept 08 : After a daylight recording session I saw a male Andean Duck hitting his inflated chest with the bill and sang this pitch.First Impression: I identified the species as a Lake Duck (Oxyura vittata) because I watched it by his silhouette and it's the regular Oxyura duck on this spot. On winter seasons is probably to has sightings of Andean duck but I compared with the [Bernabe's recording] <https://www.xeno-canto.org/44471>which one is different than the recorded calls.0:00 First Time Call 0:02  Second Time Call bird-seen:no playback-used:no",,495226,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Duck","Oxyura ferruginea",,"Cristian Pinto",2019-08-30,19:30,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"alarm call, call","2019 Sept 08 : After a daylight recording session I saw a male Andean Duck hitting his inflated chest with the bill and sang this pitch.First Impression: I identified the species as a Lake Duck (Oxyura vittata) because I watched it by his silhouette and it's the regular Oxyura duck on this spot. On winter seasons is probably to has sightings of Andean duck but I compared with the [Bernabe's recording] <https://www.xeno-canto.org/44471>which one is different than the recorded calls.0:00 First Time Call 0:02  Second Time Call bird-seen:no playback-used:no","Anas georgica",495224,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Duck","Oxyura ferruginea",,"Alvaro Jaramillo",2002-11-12,?:?,"Torres del Paine, XII Region",Chile,-50.9795,-72.8003,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59914,//creativecommons.org/licenses/by-nc-nd/2.5/
"California Quail","Callipepla californica",,"Étienne Leroy",2019-10-18,07:00,"San Pedro de Atacama, El Loa, Antofagasta",Chile,-22.9713,-68.2413,2400,call,"bird-seen:no playback-used:no",,508093,//creativecommons.org/licenses/by-nc-sa/4.0/
"California Quail","Callipepla californica",,"Rodrigo Valenzuela Aceval",2003-09-24,00:05,"Facultad de Veterinaria, Universidad de Chile, La Pintana, Santiago.",Chile,-33.5742,-70.6314,600,song,link:http://piojo69.tripod.com/sonidos.htm,,977,//creativecommons.org/licenses/by-nc-nd/2.5/
"California Quail","Callipepla californica",,"Peter Boesman",2018-12-09,06:00,"Parque Nacional La Campana, Sector Cajón, V Región",Chile,-33.003259,-71.124864,,song,,"Elaenia chilensis",449850,//creativecommons.org/licenses/by-nc-nd/4.0/
"California Quail","Callipepla californica",,"Rosendo Manuel Fraga",1999-11-16,07:30,"San Pedro de Atacama, El Loa, Región de Antofagasta",Chile,-22.9022,-68.2056,2400,"male, song","Songs of quails (presumably males) in shrubs near irrigated fields around the town. This quail was introduced in Chile and SW Argentina.bird-seen:yes playback-used:no",,447806,//creativecommons.org/licenses/by-nc-sa/4.0/
"California Quail","Callipepla californica",,"Alvaro Jaramillo",1999-11-21,?:?,"Ruta a Farallones, Region Metropolitana",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60069,//creativecommons.org/licenses/by-nc-nd/2.5/
"California Quail","Callipepla californica",,"Bernabe Lopez-Lanus",2006-09-24,?:?,"Parque Mahuida, La Reina, Santiago",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,51781,//creativecommons.org/licenses/by-nc-sa/3.0/
"California Quail","Callipepla californica",,"F. Schmitt",2008-10-03,16:30,Chicauma,Chile,-33.213989,-70.945587,690,?,call,,33890,//creativecommons.org/licenses/by-nc-nd/2.5/
"California Quail","Callipepla californica",,"Doug Knapp",2007-09-01,10:00,"Estero el Arrayan-A",Chile,-33.3209,-70.4601,1180,Song,,,15021,//creativecommons.org/licenses/by-nc-nd/2.5/
"California Quail","Callipepla californica",,"Daniel González Amat",2007-09-15,10:10,"Wetland El Yali, Las Salinas Quinta Region",Chile,-33.781716,-71.727676,20,"call, male","chilean name: Codorniz","Sicalis luteola",15121,//creativecommons.org/licenses/by-nc-nd/2.5/
"King Penguin","Aptenodytes patagonicus",,"Peter Boesman",2018-12-11,18:00,"Bahía Inutil, XII Región",Chile,-53.451824,-69.303966,,Call,,,449827,//creativecommons.org/licenses/by-nc-nd/4.0/
"King Penguin","Aptenodytes patagonicus",,"Peter Boesman",2018-12-11,18:00,"Bahía Inutil, XII Región",Chile,-53.451824,-69.303966,,Call,"With melodious whistles of juveniles",,449826,//creativecommons.org/licenses/by-nc-nd/4.0/
"King Penguin","Aptenodytes patagonicus",,"Peter Boesman",2018-12-11,17:30,"Bahía Inutil, XII Región",Chile,-53.451824,-69.303966,,Call,"With melodious whistles of juveniles",,449825,//creativecommons.org/licenses/by-nc-nd/4.0/
"King Penguin","Aptenodytes patagonicus",,"Andrew Spencer",2012-11-12,14:50,"Bahia Inutil, San Clemente, XII Region",Chile,-53.4382,-69.3244,0,call,"natural vocalization; calls from two or three of 40+ birds in a colony located just off the waterfront along a small stream.bird-seen:yes playback-used:no",,115765,//creativecommons.org/licenses/by-nc-sa/3.0/
"King Penguin","Aptenodytes patagonicus",,"Fabrice Schmitt",0000-00-00,"5:00 PM","San Clemente",Chile,-53.4134,-69.3242,2,?,,"Sterna hirundinacea,Theristicus melanopis",102736,//creativecommons.org/licenses/by-nc-nd/2.5/
"King Penguin","Aptenodytes patagonicus",,"Peter Boesman",2018-12-11,17:30,"Bahía Inutil, XII Región",Chile,-53.451824,-69.303966,,Call,,,449824,//creativecommons.org/licenses/by-nc-nd/4.0/
"King Penguin","Aptenodytes patagonicus",,"Ross Gallardy",2015-04-15,15:00,"Bahia Inutil, San Clemente, XII Region",Chile,-53.4382,-69.3244,0,"begging call, call","juvenile bird begging and adult calling while feeding juvenile.bird-seen:yes playback-used:no",,295928,//creativecommons.org/licenses/by-nc-sa/4.0/
"King Penguin","Aptenodytes patagonicus",,"Ross Gallardy",2015-04-15,15:00,"Bahia Inutil, San Clemente, XII Region",Chile,-53.4382,-69.3244,0,call,"adults calling, high pitched call from juvenile bird bird-seen:yes playback-used:no",,295927,//creativecommons.org/licenses/by-nc-sa/4.0/
"King Penguin","Aptenodytes patagonicus",,"Ross Gallardy",2015-04-15,15:00,"Bahia Inutil, San Clemente, XII Region",Chile,-53.4382,-69.3244,0,call,"adults calling, high pitched call from juvenile bird bird-seen:yes playback-used:no",,295926,//creativecommons.org/licenses/by-nc-sa/4.0/
"King Penguin","Aptenodytes patagonicus",,"Ross Gallardy",2015-04-15,15:00,"Bahia Inutil, San Clemente, XII Region",Chile,-53.4382,-69.3244,0,call,"bird-seen:yes playback-used:no",,295924,//creativecommons.org/licenses/by-nc-sa/4.0/
"King Penguin","Aptenodytes patagonicus",,"Ross Gallardy",2015-04-15,15:00,"Bahia Inutil, San Clemente, XII Region",Chile,-53.4382,-69.3244,0,call,"bird-seen:yes playback-used:no",,295923,//creativecommons.org/licenses/by-nc-sa/4.0/
"King Penguin","Aptenodytes patagonicus",,"Ross Gallardy",2015-04-15,15:00,"Bahia Inutil, San Clemente, XII Region",Chile,-53.4382,-69.3244,0,call,"adults calling, high pitched call juvenile.bird-seen:yes playback-used:no",,295921,//creativecommons.org/licenses/by-nc-sa/4.0/
"Magellanic Penguin","Spheniscus magellanicus",,"Jacob Socolar",2009-12-29,20:00,"Seno Otway Penguin Colony",Chile,-52.902,-71.111,0,Song,"Evening Chorus",,43012,//creativecommons.org/licenses/by-nc-nd/2.5/
"Humboldt Penguin","Spheniscus humboldti",,"Cristian Pinto",2020-01-05,15:37,"Isla Chungungo",Chile,-29.412,-71.3572,30,"alarm call, begging call, call, hatchling or nestling, sex uncertain","Raw File: ZOOM0009_Tr1.WAV Pinto's File: ZOOM0009_Tr1 - Pinguino Humboldt (Llamados Pollo).wav  (.mp3) bird-seen:yes playback-used:no",,520292,//creativecommons.org/licenses/by-nc-sa/4.0/
"Humboldt Penguin","Spheniscus humboldti",,"Cristian Pinto",2020-01-07,07:30,"Isla Chungungo",Chile,-29.412,-71.3572,30,"adult, call, sex uncertain","I heard these calls during the island's expedition. This is a post ID.bird-seen:no playback-used:no",,520046,//creativecommons.org/licenses/by-nc-sa/4.0/
"Elliot's Storm Petrel","Oceanites gracilis",gracilis,"Cristian Pinto",2020-01-08,23:30,"Pampa del Indio Muerto, Diego de Almagro, Atacama",Chile,-26.1603,-69.9331,1200,"adult, bird in hand, call, sex uncertain, song","bird-seen:yes playback-used:no",,520668,//creativecommons.org/licenses/by-nc-sa/4.0/
"Elliot's Storm Petrel","Oceanites gracilis",gracilis,"Cristian Pinto",2020-01-08,23:30,"Pampa del Indio Muerto, Diego de Almagro, Atacama",Chile,-26.1603,-69.9331,1200,"adult, bird in hand, call, sex uncertain, song","bird-seen:yes playback-used:no",,520667,//creativecommons.org/licenses/by-nc-sa/4.0/
"Elliot's Storm Petrel","Oceanites gracilis",,"Cristian Pinto",2020-01-05,15:37,"Isla Chungungo",Chile,-29.412,-71.3572,30,"bird in hand, call, hatchling or nestling, sex uncertain","Raw File: ZOOM0006_Tr1.WAV Pinto's File: ZOOM0006_Tr1 - Golondrina de mar chica - Pollo en la mano.wav (.mp3) bird-seen:yes playback-used:no",,520290,//creativecommons.org/licenses/by-nc-sa/4.0/
"Elliot's Storm Petrel","Oceanites gracilis",,"Cristian Pinto",2020-01-05,15:37,"Isla Chungungo",Chile,-29.412,-71.3572,30,"bird in hand, call, hatchling or nestling, sex uncertain","Raw File: ZOOM0005_Tr1.WAV
Pinto's File: ZOOM0005_Tr1 - Golondrina de mar chica - Pollo en la mano.wav (.mp3) bird-seen:yes playback-used:no",,520289,//creativecommons.org/licenses/by-nc-sa/4.0/
"Elliot's Storm Petrel","Oceanites gracilis",gracilis,"Cristian Pinto",2020-01-06,04:28,"Isla Chungungo",Chile,-29.412,-71.3572,30,"begging call, call, female, hatchling or nestling, juvenile, male","ID recognition through field experience. Elliot's Storm-petrel's Nest found at Chungungo Island.Files: Raw File: 8 - 200106-040837.WAV Pinto's File: 8 - 200106-040837 - HB - Adulto y pollo.mp3 (.mp3)TIMING [HH:MM:SS] (GMT-3) Nest Arrival : 4:28:49 AM Nest Departure: 4:33:21 AM*** THIS CUT IS PART OF THE XC520156 ***bird-seen:no playback-used:no",,520157,//creativecommons.org/licenses/by-nc-sa/4.0/
